escuela,comuna,lon,lat,simce,costo,tipo
ESCUELA BAS. PART. MALLOCO,PE?AFLOR,-70.8767007,-33.61119357,243,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR AUGUSTO D'HALMAR,PE?AFLOR,-70.89271926,-33.60591762,253,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA ALBORADA SCHOOL,PE?AFLOR,-70.8917477,-33.60584231,241,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. ALFREDO DREYSE BELSER,PE?AFLOR,-70.88201454,-33.59981376,250,$10.001 a $25.000 ,P. Subv.
ESC. BAS. Y ESP. SAN ANDRES DE PENAFLOR,PE?AFLOR,-70.88534492,-33.6112244,293,$10.001 a $25.000 ,P. Subv.
COLEGIO ANTIMANQUE,PE?AFLOR,-70.90330968,-33.60998973,0,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. PART. COLEGIO CLAUDIO GAY,PE?AFLOR,-70.89240891,-33.61144113,291,$25.001 a $50.000 ,P. Subv.
COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES,PE?AFLOR,-70.87452821,-33.5999545,273,$25.001 a $50.000 ,P. Subv.
COLEGIO JOSE MANUEL BALMACEDA,PE?AFLOR,-70.89537725,-33.61164816,265,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR FORJADORES,PE?AFLOR,-70.90292097,-33.61015262,273,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA TERRA DI BIMBI,PE?AFLOR,-70.89615999,-33.61146482,273,$25.001 a $50.000 ,P. Subv.
ESCUELA PART. PARTHENON COLLEGE,PE?AFLOR,-70.86609304,-33.61007359,274,$25.001 a $50.000 ,P. Subv.
COLEGIO ANTIMANQUE,PE?AFLOR,-70.90330968,-33.60998973,259,$25.001 a $50.000 ,P. Subv.
EMMANUEL MOUNIER,PE?AFLOR,-70.88335316,-33.60438334,0,$50.001 a $100.000 ,P. Pag.
ESCUELA PATRONA DE LOURDES,PE?AFLOR,-70.88699172,-33.61063117,292,$50.001 a $100.000 ,P. Subv.
ESCUELA TERESA DE CALCUTA,PE?AFLOR,-70.90319207,-33.61169946,240,Gratuito ,Munic.
ESCUELA EMILIA LASCAR,PE?AFLOR,-70.89909599,-33.60675769,256,Gratuito ,Munic.
ESCUELA ROSALINA PESCIO VARGAS,PE?AFLOR,-70.87839339,-33.60029264,269,Gratuito ,Munic.
ESCUELA REPUBLICA CHECA,PE?AFLOR,-70.88345576,-33.60265942,253,Gratuito ,Munic.
ESCUELA MAND EDUARDO FREI MONTALVA,PE?AFLOR,-70.86693695,-33.60522741,238,Gratuito ,Munic.
ESCUELA SONIA PLAZA CASTRO,PE?AFLOR,-70.8925547,-33.60726376,242,Gratuito ,Munic.
ESCUELA MALLOCO,PE?AFLOR,-70.85322652,-33.605118,235,Gratuito ,Munic.
ESCUELA REPUBLICA DE ISRAEL,PE?AFLOR,-70.88258362,-33.60814638,242,Gratuito ,Munic.
ESCUELA PELVIN SAN FRANCISCO DE ASIS,PE?AFLOR,-70.91168962,-33.60411089,228,Gratuito ,Munic.
ESCUELA DOLORES CATTIN FAUNDEZ,PE?AFLOR,-70.88849648,-33.62773256,260,Gratuito ,Munic.
ESCUELA PARTICULAR EL REFUGIO,PE?AFLOR,-70.87411008,-33.60851856,225,Gratuito ,P. Subv.
ESCUELA BAS. PARTICULAR MILLARAY,PE?AFLOR,-70.89674573,-33.61163619,224,Gratuito ,P. Subv.
CENTRO EDUC. NINO DIOS DE MALLOCO,PE?AFLOR,-70.8510416,-33.60373495,246,Gratuito ,P. Subv.
ESCUELA BAS. Y ESP. EDUCAR,PE?AFLOR,-70.87279745,-33.61061249,251,Gratuito ,P. Subv.
COLEGIO TERRANOVA,PE?AFLOR,-70.90265376,-33.60927301,306,Más de $100.000 ,P. Pag.
ESCUELA ESP. BILBAO,PEñAFLOR,-70.8865,-33.6009,0,Sin información ,P. Subv.
ESCUELA BAS. N_ 850 SANTA SOFIA,PE?ALOL?N,-70.56459813,-33.47630314,244,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR SANTIAGO DE CHILE,PE?ALOL?N,-70.57909947,-33.51040682,262,$1.000 a $10.000 ,P. Subv.
CENTRO EDUC. DIEGO DE ALMAGRO,PE?ALOL?N,-70.56415944,-33.48422679,248,$1.000 a $10.000 ,P. Subv.
ESC. BAS. PARTICULAR 1650 MIRAVALLE,PE?ALOL?N,-70.52774325,-33.47893642,237,$1.000 a $10.000 ,P. Subv.
COLEGIO PARTICULAR SAN FERNANDO,PE?ALOL?N,-70.57624679,-33.50448206,260,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIVALENTE YORK,PE?ALOL?N,-70.57328344,-33.46563268,227,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR JORGE PRIETO LETELIER,PE?ALOL?N,-70.56347961,-33.50747562,251,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA NUEVA LAS CUMBRES,PE?ALOL?N,-70.53077974,-33.47352397,258,$10.001 a $25.000 ,P. Subv.
COLEGIO JESUS SERVIDOR,PE?ALOL?N,-70.57545175,-33.47366754,251,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SANTA VICTORIA,PE?ALOL?N,-70.56923879,-33.46151747,254,$25.001 a $50.000 ,P. Subv.
COLEGIO MONTEVERDE ANEXO,PE?ALOL?N,-70.53568587,-33.47468978,258,$25.001 a $50.000 ,P. Subv.
COLEGIO LOS ANDES COUNTRY DAY COLLEGE,PE?ALOL?N,-70.53674689,-33.47749037,269,$50.001 a $100.000 ,P. Subv.
COLEGIO ALC?NTARA DE LOS ALTOS DE PE?ALOLEN,PE?ALOL?N,-70.53932233,-33.47646638,285,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. ANTUPIREN,PE?ALOL?N,-70.55476257,-33.4757235,277,$50.001 a $100.000 ,P. Subv.
CENTRO EDUC. VALLE HERMOSO,PE?ALOL?N,-70.53137768,-33.47081106,245,Gratuito ,Munic.
LICEO ANTONIO HERMIDA FABRES,PE?ALOL?N,-70.56439549,-33.4764049,231,Gratuito ,Munic.
ESCUELA JUAN BAUTISTA PASTEN,PE?ALOL?N,-70.53732803,-33.47322647,230,Gratuito ,Munic.
ESCUELA UNION NACIONAL ARABE,PE?ALOL?N,-70.53462035,-33.46613548,218,Gratuito ,Munic.
CENTRO EDUCACIONAL EDUARDO DE LA BARRA,PE?ALOL?N,-70.56658328,-33.50646243,215,Gratuito ,Munic.
CENTRO EDUCACION MARIANO EGANA,PE?ALOL?N,-70.57125549,-33.4701225,222,Gratuito ,Munic.
ESCUELA CARLOS HERNANDEZ PENA,PE?ALOL?N,-70.55226308,-33.46771945,221,Gratuito ,Munic.
ESCUELA LUIS  ARRIETA CANAS,PE?ALOL?N,-70.55612883,-33.46426202,208,Gratuito ,Munic.
ESCUELA E-180 MATILDE HUICI NAVAS,PE?ALOL?N,-70.53161489,-33.47511893,226,Gratuito ,Munic.
ESCUELA TOBALABA,PE?ALOL?N,-70.55628038,-33.47334163,222,Gratuito ,Munic.
ESCUELA LUIS  ARRIETA CANAS,PE?ALOL?N,-70.55612883,-33.46426202,230,Gratuito ,Munic.
COLEGIO LIKANKURA DE PE?ALOL?N,PE?ALOL?N,-70.55642895,-33.47382676,211,Gratuito ,Munic.
ESCUELA SANTA MARIA DE PENALOLEN,PE?ALOL?N,-70.57208615,-33.48036582,224,Gratuito ,Munic.
COLEGIO ALICURA,PE?ALOL?N,-70.55953059,-33.4685571,0,Gratuito ,Munic.
ESCUELA BASICA MARTINEZ DE ROZAS,PE?ALOL?N,-70.56334229,-33.47468666,240,Gratuito ,P. Subv.
ESCUELA SAN JOSE OBRERO,PE?ALOL?N,-70.53427641,-33.47226324,268,Gratuito ,P. Subv.
ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL,PE?ALOL?N,-70.58641037,-33.50515493,218,Gratuito ,P. Subv.
ESCUELA PARTICULAR SANTA VICTORIA,PE?ALOL?N,-70.56923879,-33.46151747,235,Gratuito ,P. Subv.
ESCUELA PARTICULAR WELCOME SCHOOL,PE?ALOL?N,-70.57851796,-33.50861959,236,Gratuito ,P. Subv.
CENTRO EDUCACIONAL FUNDACION PAULA JARAQUEMAD,PE?ALOL?N,-70.53578974,-33.47386781,258,Gratuito ,P. Subv.
ESCUELA BASICA N_ 1739 PUELMAPU,PE?ALOL?N,-70.545429,-33.47068172,242,Gratuito ,P. Subv.
ESC. EVANG. PENTECOSTAL DR. WILLIS C. HOOVER,PE?ALOL?N,-70.55731165,-33.46602379,259,Gratuito ,P. Subv.
ESCUELA ESP. GENESIS 2005,PEñALOLéN,-70.5382,-33.4783,235,Gratuito ,P. Subv.
ESCUELA BAS. SAN JOSE DE PENALOLEN,PE?ALOL?N,-70.58653109,-33.50351206,237,Gratuito ,P. Subv.
COLEGIO ALTAMIRA,PE?ALOL?N,-70.57159575,-33.47406822,280,Más de $100.000 ,P. Pag.
COLEGIO FRANCISCO DE MIRANDA,PE?ALOL?N,-70.57092194,-33.46654644,296,Más de $100.000 ,P. Pag.
COLEGIO FUND. EDUCACION COLEGIO NOTRE DAME,PE?ALOL?N,-70.52773331,-33.49553041,279,Más de $100.000 ,P. Pag.
COLEGIO  EPULLAY,PE?ALOL?N,-70.52375291,-33.47046314,289,Más de $100.000 ,P. Pag.
COLEGIO EL ENCUENTRO,PE?ALOL?N,-70.54975074,-33.50307585,258,Más de $100.000 ,P. Pag.
COLEGIO PEDRO DE VALDIVIA DE PE?ALOLEN,PE?ALOL?N,-70.57618005,-33.49189335,295,Más de $100.000 ,P. Pag.
COLEGIO PUMAHUE,PE?ALOL?N,-70.55475658,-33.4988737,308,Más de $100.000 ,P. Pag.
COLEGIO  MAYOR DE PE?ALOLEN,PE?ALOL?N,-70.55728606,-33.48985064,301,Más de $100.000 ,P. Pag.
ESCUELA BASICA BARRIE MONTESSORI N? 2,LA REINA,-70.54038911,-33.44613319,282,Más de $100.000 ,P. Pag.
ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL,PE?ALOL?N,-70.58641037,-33.50515493,310,Más de $100.000 ,P. Pag.
COLEGIO MONTAHUE DE PE?ALOLEN,PE?ALOL?N,-70.53475914,-33.48316052,285,Más de $100.000 ,P. Pag.
ESCUELA PARTICULAR SANTA VICTORIA,PE?ALOL?N,-70.56923879,-33.46151747,272,Sin información ,P. Pag.
LICEO MUNIC. TEC. PROF. EL LLANO,PIRQUE,-70.57428497,-33.63844553,239,Gratuito ,Munic.
ESCUELA SANTA RITA,PIRQUE,-70.53155443,-33.67114109,254,Gratuito ,Munic.
ESCUELA LO ARCAYA,PIRQUE,-70.57785669,-33.69117382,276,Gratuito ,Munic.
LICEO  EL PRINCIPAL,PIRQUE,-70.54815727,-33.72246356,258,Gratuito ,Munic.
ESCUELA SAN JUAN DE PIRQUE,PIRQUE,-70.48489488,-33.60706765,261,Gratuito ,Munic.
ESCUELA LA PUNTILLA,PIRQUE,-70.53064237,-33.61963149,252,Gratuito ,Munic.
COLONIAL DE PIRQUE,PIRQUE,-70.57308138,-33.63036257,302,Más de $100.000 ,P. Pag.
COLEGIO  SANTA MARIA DE PIRQUE,PIRQUE,-70.57121973,-33.63411073,281,Más de $100.000 ,P. Pag.
LICEO JOSE VICTORINO LASTARRIA,PROVIDENCIA,-70.62162017,-33.4299375,301,$1.000 a $10.000 ,Munic.
ESCUELA PARTICULAR ELVIRA ERRAZURIZ,PROVIDENCIA,-70.63126289,-33.4486322,279,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR REGINA PACIS,PROVIDENCIA,-70.59613925,-33.44281264,268,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. MARIA JESUS,PROVIDENCIA,-70.6175048,-33.44058778,266,$25.001 a $50.000 ,P. Subv.
COLEGIO MARIA INMACULADA,PROVIDENCIA,-70.63236525,-33.43397199,292,$50.001 a $100.000 ,P. Subv.
COL.  PART. SALES. EL PATROCINIO DE SAN JOSE,PROVIDENCIA,-70.62879629,-33.43062804,302,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD,PROVIDENCIA,-70.618513,-33.43579491,301,$50.001 a $100.000 ,P. Subv.
ESCUELA BASICA EL VERGEL,PROVIDENCIA,-70.6008159,-33.43505067,273,Gratuito ,Munic.
ESCUELA DE PROVIDENCIA,PROVIDENCIA,-70.61728095,-33.43258243,290,Gratuito ,Munic.
ESCUELA BASICA JUAN PABLO DUARTE,PROVIDENCIA,-70.62085124,-33.44526966,281,Gratuito ,Munic.
ESCUELA BASICA MERCEDES MARIN DEL SOLAR,PROVIDENCIA,-70.60441869,-33.42216197,276,Gratuito ,Munic.
COLEGIO INSTITUTO DE HUMANIDADES LUIS CAMPINO,PROVIDENCIA,-70.61112644,-33.42548394,290,Más de $100.000 ,P. Pag.
COLEGIO COMPANIA DE MARIA-SEMINARIO,PROVIDENCIA,-70.63017415,-33.4375901,300,Más de $100.000 ,P. Pag.
SAINT GABRIEL'S SCHOOL SEDE DIAMELOS,PROVIDENCIA,-70.585784,-33.43179881,309,Más de $100.000 ,P. Pag.
COLEGIO LATINOAMERICANO DE INTEGRACION,PROVIDENCIA,-70.60173882,-33.43200859,274,Más de $100.000 ,P. Pag.
ESCUELA BASICA ASOCIACION MONTESSORI,PROVIDENCIA,-70.62781217,-33.44934491,248,Más de $100.000 ,P. Pag.
COLEGIO SUPERIOR CAMBRIDGE,PROVIDENCIA,-70.62959662,-33.4400687,277,Más de $100.000 ,P. Pag.
SAINT GABRIEL'S SCHOOL SEDE ELEODORO YA?EZ,PROVIDENCIA,-70.59216675,-33.42733409,315,Más de $100.000 ,P. Pag.
COLEGIO CAMPUS COLLEGE,PROVIDENCIA,-70.61556837,-33.43709588,299,Más de $100.000 ,P. Pag.
COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA,PROVIDENCIA,-70.59426885,-33.4440632,296,Más de $100.000 ,P. Pag.
COLEGIO TREWHELA'S ENGLISH SCHOOL,PROVIDENCIA,-70.59752374,-33.42268386,303,Más de $100.000 ,P. Pag.
SAINT GABRIEL'S SCHOOL SEDE PASTENE,PROVIDENCIA,-70.61958246,-33.42735783,308,Más de $100.000 ,P. Pag.
COLEGIO MARIANO,PROVIDENCIA,-70.59764893,-33.43949248,310,Más de $100.000 ,P. Pag.
COLEGIO ALEMAN ST. THOMAS MORUS,PROVIDENCIA,-70.61084879,-33.42617295,303,Más de $100.000 ,P. Pag.
COLEGIO SAN IGNACIO EL BOSQUE,PROVIDENCIA,-70.59464504,-33.4328756,313,Más de $100.000 ,P. Pag.
COLEGIO CAMBRIDGE COLLEGE,PROVIDENCIA,-70.61634552,-33.42969974,317,Más de $100.000 ,P. Pag.
COLEGIO THE ENGLISH INSTITUTE,PROVIDENCIA,-70.60259243,-33.43982548,306,Más de $100.000 ,P. Pag.
COLEGIO UNIVERSITARIO INGLES,PROVIDENCIA,-70.62193394,-33.42714673,301,Más de $100.000 ,P. Pag.
COLEGIO THE KENT SCHOOL,PROVIDENCIA,-70.60617679,-33.4422862,301,Más de $100.000 ,P. Pag.
COLEGIO PEDRO DE VALDIVIA,PROVIDENCIA,-70.60651763,-33.44035186,301,Más de $100.000 ,P. Pag.
COLEGIO MARIANO,PROVIDENCIA,-70.59764893,-33.43949248,270,Más de $100.000 ,P. Pag.
COLEGIO KENDAL ENGLISH SCHOOL,PROVIDENCIA,-70.5907325,-33.43537885,301,Más de $100.000 ,P. Pag.
COLEGIO  UNITED COLLEGE,PROVIDENCIA,-70.62760088,-33.44033841,235,Más de $100.000 ,P. Pag.
COLEGIO  UNITED COLLEGE,PROVIDENCIA,-70.62760088,-33.44033841,269,Más de $100.000 ,P. Pag.
COLEGIO MARIANO,PROVIDENCIA,-70.59764893,-33.43949248,239,Más de $100.000 ,P. Pag.
COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA,PROVIDENCIA,-70.59426885,-33.4440632,262,Sin información ,P. Subv.
ESCUELA PARTICULAR JOSE MIGUEL CARRERA,PUDAHUEL,-70.76282007,-33.43591038,248,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR ANDANTINO,PUDAHUEL,-70.75554382,-33.44312887,227,$1.000 a $10.000 ,P. Subv.
ESCUELA PART. SUN'S SCHOOL,PUDAHUEL,-70.76687789,-33.42862014,217,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR MADRE A.EUGENIA,PUDAHUEL,-70.75157602,-33.43678217,268,$1.000 a $10.000 ,P. Subv.
ESCUELA EDUCADORA GABRIELA MISTRAL,PUDAHUEL,-70.76296838,-33.4453682,269,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PARTICULAR PUDAHUEL ANEXO,PUDAHUEL,-70.75575447,-33.44397359,235,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. SAN LUIS BELTRAN,PUDAHUEL,-70.77075701,-33.43056681,272,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PART. SAN JORGE DE PUDAHUEL,PUDAHUEL,-70.7523893,-33.44138793,240,$1.000 a $10.000 ,P. Subv.
ESC. BAS. SANTA BEATRIZ,PUDAHUEL,-70.75215011,-33.43858669,235,$10.001 a $25.000 ,P. Subv.
ESC. BASICA PART.JUANITA FERNANDEZ SOLAR,PUDAHUEL,-70.76037088,-33.4578951,261,$10.001 a $25.000 ,P. Subv.
COLEGIO PADRE HURTADO DE PUDAHUEL,PUDAHUEL,-70.75234164,-33.4582704,244,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. GERONIMO DE ALDERETE,PUDAHUEL,-70.75881603,-33.45868371,277,$10.001 a $25.000 ,P. Subv.
COLEGIO SANTIAGO DE PUDAHUEL,PUDAHUEL,-70.75558452,-33.45635778,269,$10.001 a $25.000 ,P. Subv.
COLEGIO TERRA AUSTRALIS,PUDAHUEL,-70.77195863,-33.43941438,262,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. VILLA SAN IGNACIO,PUDAHUEL,-70.77122042,-33.43378865,282,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN ALBERTO HURTADO DE PUDAHUEL,PUDAHUEL,-70.75050517,-33.46592562,271,$10.001 a $25.000 ,P. Subv.
COLEGIO EL PRADO,PUDAHUEL,-70.73320252,-33.46533915,232,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN FELIPE,PUDAHUEL,-70.73734565,-33.46267491,238,$25.001 a $50.000 ,P. Subv.
ESCUELA PART. BOSTON COLLEGE PUDAHUEL,PUDAHUEL,-70.76153812,-33.45390156,293,$25.001 a $50.000 ,P. Subv.
ESCUELA TENIENTE HERNAN MERINO CORREA,PUDAHUEL,-70.76128862,-33.4325143,254,Gratuito ,Munic.
ESCUELA ESTRELLA DE CHILE,PUDAHUEL,-70.74747935,-33.43631692,261,Gratuito ,Munic.
ESCUELA ESTADO DE FLORIDA,PUDAHUEL,-70.76644601,-33.43278362,274,Gratuito ,Munic.
ESCUELA ALEXANDER GRAHAM BELL,PUDAHUEL,-70.74151118,-33.43262231,275,Gratuito ,Munic.
ESCUELA EL SALITRE,PUDAHUEL,-70.75071456,-33.44797674,233,Gratuito ,Munic.
ESCUELA ALBERT EINSTEIN,PUDAHUEL,-70.75416467,-33.43393193,250,Gratuito ,Munic.
ESCUELA MONSENOR CARLOS OVIEDO,PUDAHUEL,-70.74495219,-33.44977142,265,Gratuito ,Munic.
ESCUELA ELVIRA SANTA CRUZ OSSA,PUDAHUEL,-70.76512089,-33.44223537,246,Gratuito ,Munic.
ESCUELA BASICA MELVIN JONES,PUDAHUEL,-70.74194067,-33.44334781,248,Gratuito ,Munic.
ESCUELA SAN DANIEL,PUDAHUEL,-70.76614442,-33.43329292,233,Gratuito ,Munic.
LICEO CIUDAD DE BRASILIA,PUDAHUEL,-70.85564754,-33.40274066,246,Gratuito ,Munic.
ESC.COMODORO ARTURO MERINO BENITEZ,PUDAHUEL,-70.8547536,-33.41177194,266,Gratuito ,Munic.
ESCUELA LO BOZA,PUDAHUEL,-70.76169363,-33.38547017,268,Gratuito ,Munic.
COLEGIO FINLANDIA,PUDAHUEL,-70.75922738,-33.44655762,268,Gratuito ,Munic.
LICEO MONSENOR ENRIQUE ALVEAR,PUDAHUEL,-70.75305392,-33.45998278,244,Gratuito ,Munic.
ESCUELA ANTILHUE DE PUDAHUEL,PUDAHUEL,-70.74274101,-33.46507011,276,Gratuito ,Munic.
ESCUELA PUERTO FUTURO,PUDAHUEL,-70.74396906,-33.46138249,241,Gratuito ,Munic.
ESCUELA PARTICULAR HELEN RACHEL'S SCHOOL,PUDAHUEL,-70.75138612,-33.44285401,233,Gratuito ,P. Subv.
COLEGIO MINISTRO DIEGO PORTALES,PUDAHUEL,-70.75132564,-33.44412641,220,Gratuito ,P. Subv.
COLEGIO PARTICULAR ED.ELENA CONTRERAS,PUDAHUEL,-70.76409666,-33.43202348,234,Gratuito ,P. Subv.
ESCUELA PARTICULAR LA CIUDAD EDUCATIVA,PUDAHUEL,-70.76223142,-33.4408426,219,Gratuito ,P. Subv.
COLEGIO PARTICULAR LA UNION,PUDAHUEL,-70.75756135,-33.42849102,260,Gratuito ,P. Subv.
ESC. BAS. EJERCITO DE SALVACION,PUDAHUEL,-70.76101429,-33.43810037,200,Gratuito ,P. Subv.
ESC.BASICA PART. ACONCAGUA DE PUDAHUEL,PUDAHUEL,-70.75447769,-33.42864291,249,Gratuito ,P. Subv.
ESC. BAS. Y ESP. CHRIST SCHOOL DE PUDAHUEL,PUDAHUEL,-70.74602286,-33.45649284,262,Gratuito ,P. Subv.
COLEGIO  MANQUECURA CIUDAD DE LOS VALLES,PUDAHUEL,-70.848178,-33.45056589,294,Más de $100.000 ,P. Pag.
ESCUELA BAS. VILLA SAN IGNACIO,PUDAHUEL,-70.77122042,-33.43378865,239,Sin información ,Munic.
COLEGIO ARTURO PRAT,PUENTE ALTO,-70.56737361,-33.60807002,238,$1.000 a $10.000 ,P. Subv.
ESC. PARTICULAR JOSEFINA GANA DE J.,PUENTE ALTO,-70.57937902,-33.59087295,273,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR MIGUEL CRUCHAGA T.,PUENTE ALTO,-70.57937902,-33.59087295,264,$1.000 a $10.000 ,P. Subv.
ESC.PART.COLEGIO LOS HALCONES,PUENTE ALTO,-70.57117666,-33.60858089,217,$1.000 a $10.000 ,P. Subv.
CENTRO EDUCACIONAL FERNANDO DE ARAGON,PUENTE ALTO,-70.59704542,-33.58121316,301,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIVALENTE ARAUCARIA,PUENTE ALTO,-70.56897008,-33.61468715,249,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. SIEMBRA,PUENTE ALTO,-70.60812149,-33.62474442,228,$1.000 a $10.000 ,P. Subv.
COLEGIO SAN FERNANDO DE PUENTE ALTO,PUENTE ALTO,-70.57740517,-33.62330941,267,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIVALENTE RAUL?,PUENTE ALTO,-70.59203881,-33.61423902,232,$1.000 a $10.000 ,P. Subv.
COMPLEJO EDUCACIONAL SAN ALFONSO,PUENTE ALTO,-70.6084264,-33.61620935,236,$1.000 a $10.000 ,P. Subv.
ESCUELA BAS. Y ESP. N_ 115 RENACER,PUENTE ALTO,-70.57854895,-33.62396216,264,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA QUITALMAHUE,PUENTE ALTO,-70.62390914,-33.63195995,244,$1.000 a $10.000 ,P. Subv.
COLEGIO SALTAIRAM,PUENTE ALTO,-70.57226496,-33.58600357,242,$1.000 a $10.000 ,P. Subv.
ESC. BASICA PARTICULAR SAN PABLO,PUENTE ALTO,-70.572143,-33.57036754,290,$1.000 a $10.000 ,P. Subv.
CARDENAL JUAN FRANCISCO FRESNO LARRAIN,PUENTE ALTO,-70.6058098,-33.62041873,244,$1.000 a $10.000 ,P. Subv.
COLEGIO MONTE OLIVO DE PUENTE ALTO,PUENTE ALTO,-70.61365647,-33.61749392,271,$1.000 a $10.000 ,P. Subv.
COLEGIO SOCHIDES,PUENTE ALTO,-70.60836381,-33.61748171,246,$1.000 a $10.000 ,P. Subv.
ESC. BAS. PART. ERNESTINA KRISCHUK,PUENTE ALTO,-70.5799212,-33.62472921,256,$1.000 a $10.000 ,P. Subv.
COLEGIO NUEVO HORIZONTE DE PUENTE ALTO,PUENTE ALTO,-70.60137767,-33.59467537,254,$1.000 a $10.000 ,P. Subv.
COLEGIO ESTELA SEGURA,PUENTE ALTO,-70.58200375,-33.6053767,270,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIVALENTE DOMINGO MATTE MESIAS,PUENTE ALTO,-70.57918923,-33.60942575,279,$10.001 a $25.000 ,P. Subv.
ESCUELA GENOVEVA MOLL BRIONES,PUENTE ALTO,-70.58040478,-33.60634405,240,$10.001 a $25.000 ,P. Subv.
LICEO NUESTRA SENORA DE LAS MERCEDES,PUENTE ALTO,-70.58194774,-33.6093905,263,$10.001 a $25.000 ,P. Subv.
COLEGIO CRISTIANO BELEN,PUENTE ALTO,-70.56704399,-33.60712729,250,$10.001 a $25.000 ,P. Subv.
ESC. PART. SAN ANDRES,PUENTE ALTO,-70.52108327,-33.60748463,242,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. EL ALBORADA,PUENTE ALTO,-70.60751573,-33.58282709,245,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. PROFESOR ILDEFONSO CALDERON,PUENTE ALTO,-70.57206953,-33.57998189,250,$10.001 a $25.000 ,P. Subv.
LICEO POLIVALENTE MARIA REINA,PUENTE ALTO,-70.57527188,-33.58248429,248,$10.001 a $25.000 ,P. Subv.
COLEGIO SENDA DEL SABER,PUENTE ALTO,-70.60611051,-33.58025713,250,$10.001 a $25.000 ,P. Subv.
ESCUELA DOMINGO FAUSTINO SARMIENTO,PUENTE ALTO,-70.55766707,-33.6101045,249,$10.001 a $25.000 ,P. Subv.
ESCUELA ANTILLANCA,PUENTE ALTO,-70.57076307,-33.60717029,196,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN MIGUEL DE LOS ANDES,PUENTE ALTO,-70.5731415,-33.5648357,264,$10.001 a $25.000 ,P. Subv.
ESCUELA MARIA DE LA PAZ,PUENTE ALTO,-70.58155132,-33.57882396,211,$10.001 a $25.000 ,P. Subv.
COLEGIO EL SEMBRADOR,PUENTE ALTO,-70.5961608,-33.58115243,281,$10.001 a $25.000 ,P. Subv.
COLEGIO EL SEMBRADOR ANEXO 1,PUENTE ALTO,-70.56297268,-33.57382045,277,$10.001 a $25.000 ,P. Subv.
COLEGIO EL SEMBRADOR ANEXO 2,PUENTE ALTO,-70.57235443,-33.5826206,273,$10.001 a $25.000 ,P. Subv.
COLEGIO ARAUCARIA CORDILLERA,PUENTE ALTO,-70.57198575,-33.58308522,291,$10.001 a $25.000 ,P. Subv.
COLEGIO PART.POLITECNICO EYZAGUIRRE,PUENTE ALTO,-70.60817804,-33.61618552,267,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR SAN MATEO,PUENTE ALTO,-70.55874484,-33.58075469,242,$10.001 a $25.000 ,P. Subv.
CENTRO EDUCACIONAL LARUN RAYUN,PUENTE ALTO,-70.55626113,-33.57504134,234,$10.001 a $25.000 ,P. Subv.
ESCUELA RUDOLF DECK WERTH,PUENTE ALTO,-70.56191808,-33.60736347,258,$10.001 a $25.000 ,P. Subv.
COLEGIO PART.SAN ESTEBAN DE LAS VISCACHA,PUENTE ALTO,-70.60139395,-33.61537175,251,$10.001 a $25.000 ,P. Subv.
CENTRO EDUC. PRINCIPADO DE ASTURIAS,PUENTE ALTO,-70.58071901,-33.58281162,265,$10.001 a $25.000 ,P. Subv.
